dataset	AUROC	AUPRC	F1	MCC
wgEncodeAwgTfbsHaibA549Tcf12V0422111Etoh02UniPk	0.802733	0.823311	0.713072	0.453686
wgEncodeAwgTfbsUwGm12878CtcfUniPk	0.849263	0.864422	0.732723	0.536588
wgEncodeAwgTfbsHaibK562Zbtb33Pcr1xUniPk	0.932072	0.943525	0.871565	0.760536
wgEncodeAwgTfbsSydhK562Mafkab50322IggrabUniPk	0.830568	0.859163	0.717252	0.540229
wgEncodeAwgTfbsHaibGm12878Zeb1sc25388V0416102UniPk	0.886196	0.900940	0.801753	0.609805
wgEncodeAwgTfbsSydhPbdefetalGata1UcdUniPk	0.811191	0.831925	0.724698	0.463485
wgEncodeAwgTfbsUtaGlioblaCtcfUniPk	0.843270	0.854167	0.732625	0.519149
wgEncodeAwgTfbsHaibHepg2Ctcfsc5916V0416101UniPk	0.857804	0.869491	0.741297	0.561686
wgEncodeAwgTfbsSydhA549CebpbIggrabUniPk	0.869925	0.883076	0.803939	0.632678
wgEncodeAwgTfbsUtaHuvecCtcfUniPk	0.854257	0.865413	0.756280	0.585952
wgEncodeAwgTfbsHaibGm12878Pu1Pcr1xUniPk	0.808774	0.826849	0.693719	0.497568
wgEncodeAwgTfbsHaibHepg2JundPcr1xUniPk	0.873666	0.884541	0.793051	0.625133
wgEncodeAwgTfbsSydhHepg2Maffm8194IggrabUniPk	0.813172	0.829761	0.730161	0.518595
wgEncodeAwgTfbsUwHek293CtcfUniPk	0.846676	0.858907	0.705279	0.532780
wgEncodeAwgTfbsSydhGm12878NfybIggmusUniPk	0.802495	0.750303	0.755316	0.512329
wgEncodeAwgTfbsSydhHepg2Bhlhe40cIggrabUniPk	0.896170	0.910345	0.810510	0.658811
wgEncodeAwgTfbsHaibK562Zbtb7asc34508V0416101UniPk	0.821029	0.782352	0.764649	0.501635
wgEncodeAwgTfbsSydhK562E2f4UcdUniPk	0.910349	0.905287	0.839274	0.698803
wgEncodeAwgTfbsHaibHepg2Foxa1sc6553V0416101UniPk	0.782298	0.776336	0.688295	0.439047
wgEncodeAwgTfbsHaibA549Ets1V0422111Etoh02UniPk	0.861735	0.864369	0.772707	0.551454
wgEncodeAwgTfbsUwHmecCtcfUniPk	0.829002	0.830981	0.732359	0.509446
wgEncodeAwgTfbsHaibK562NrsfV0416102UniPk	0.829364	0.841888	0.729824	0.494873
wgEncodeAwgTfbsHaibH1hescAtf3V0416102UniPk	0.858554	0.879225	0.749097	0.537633
wgEncodeAwgTfbsHaibHepg2Sp2V0422111UniPk	0.944970	0.955305	0.873439	0.754652
wgEncodeAwgTfbsSydhK562CjunIfng30UniPk	0.836271	0.865662	0.750790	0.523027
wgEncodeAwgTfbsBroadNhlfCtcfUniPk	0.829664	0.846231	0.699423	0.499639
wgEncodeAwgTfbsUwNhdfneoCtcfUniPk	0.828941	0.840595	0.734233	0.496793
wgEncodeAwgTfbsHaibK562Fosl1sc183V0416101UniPk	0.888596	0.896330	0.821285	0.663806
wgEncodeAwgTfbsUwAg04449CtcfUniPk	0.850885	0.854989	0.731126	0.537803
wgEncodeAwgTfbsUtaGm12878CmycUniPk	0.892689	0.907667	0.801746	0.607210
wgEncodeAwgTfbsSydhK562MaffIggrabUniPk	0.818553	0.843941	0.694749	0.520076
wgEncodeAwgTfbsHaibA549GrPcr2xDex100nmUniPk	0.908662	0.928868	0.830480	0.664261
wgEncodeAwgTfbsUchicagoK562EjunbUniPk	0.856982	0.879449	0.784844	0.593101
wgEncodeAwgTfbsUwHvmfCtcfUniPk	0.832650	0.847952	0.716177	0.503654
wgEncodeAwgTfbsHaibHepg2Nficsc81335V0422111UniPk	0.745500	0.753880	0.675903	0.346685
wgEncodeAwgTfbsHaibT47dGata3sc268V0416102Dm002p1hUniPk	0.711600	0.705806	0.645109	0.301897
wgEncodeAwgTfbsUtaMcf7CmycSerumstimUniPk	0.830846	0.842223	0.754160	0.501427
wgEncodeAwgTfbsSydhMcf7Gata3UcdUniPk	0.731053	0.760737	0.613681	0.337105
wgEncodeAwgTfbsSydhK562MaxIggrabUniPk	0.875438	0.875868	0.803677	0.626225
wgEncodeAwgTfbsSydhH1hescZnf143IggrabUniPk	0.772408	0.789776	0.663062	0.377280
wgEncodeAwgTfbsHaibGm12878Yy1sc281Pcr1xUniPk	0.789452	0.784084	0.704049	0.430359
wgEncodeAwgTfbsHaibK562Atf3V0416101UniPk	0.832887	0.841887	0.745394	0.546041
wgEncodeAwgTfbsBroadHepg2CtcfUniPk	0.820772	0.829567	0.702666	0.489865
wgEncodeAwgTfbsSydhHuvecCjunUniPk	0.799507	0.828358	0.698651	0.481905
wgEncodeAwgTfbsUwHbmecCtcfUniPk	0.814366	0.818544	0.691662	0.486110
wgEncodeAwgTfbsSydhHelas3Nrf1IggmusUniPk	0.966536	0.970797	0.908886	0.821524
wgEncodeAwgTfbsHaibHepg2Tead4sc101184V0422111UniPk	0.758219	0.776230	0.658962	0.378517
wgEncodeAwgTfbsHaibT47dEralphaaV0416102Est10nm1hUniPk	0.891525	0.912819	0.806655	0.641415
wgEncodeAwgTfbsHaibH1hescJundV0416102UniPk	0.891362	0.913812	0.800000	0.632558
wgEncodeAwgTfbsSydhHelas3Ap2gammaUniPk	0.888243	0.888182	0.818002	0.649793
wgEncodeAwgTfbsHaibGm12891Pu1Pcr1xUniPk	0.805989	0.821561	0.684419	0.503352
wgEncodeAwgTfbsSydhK562CjunIfng6hUniPk	0.808427	0.849103	0.716784	0.503556
wgEncodeAwgTfbsHaibHepg2Cebpbsc150V0416101UniPk	0.878756	0.882829	0.804179	0.646084
wgEncodeAwgTfbsUwHpafCtcfUniPk	0.823503	0.823827	0.742861	0.481339
wgEncodeAwgTfbsHaibA549Foxa1V0416102Dex100nmUniPk	0.821587	0.842472	0.726011	0.484231
wgEncodeAwgTfbsHaibK562SrfV0416101UniPk	0.896014	0.888034	0.828075	0.677597
wgEncodeAwgTfbsUwGm12875CtcfUniPk	0.844680	0.855088	0.749969	0.512270
wgEncodeAwgTfbsSydhHelas3JundIggrabUniPk	0.845594	0.843311	0.776018	0.601271
wgEncodeAwgTfbsSydhMcf10aesCfosEtoh01HvdUniPk	0.843885	0.845479	0.761504	0.571547
wgEncodeAwgTfbsSydhHelas3Elk112771IggrabUniPk	0.886143	0.895971	0.797741	0.597499
wgEncodeAwgTfbsHaibHepg2Yy1sc281V0416101UniPk	0.821362	0.813039	0.747510	0.486595
wgEncodeAwgTfbsHaibH1hescTead4sc101184V0422111UniPk	0.797934	0.814517	0.677593	0.455958
wgEncodeAwgTfbsSydhK562Irf1Ifna30UniPk	0.946186	0.954748	0.868778	0.756133
wgEncodeAwgTfbsSydhHelas3Rfx5200401194IggrabUniPk	0.871952	0.902761	0.778375	0.566868
wgEncodeAwgTfbsSydhGm12878CfosUniPk	0.891230	0.902941	0.765217	0.595344
wgEncodeAwgTfbsSydhHepg2TbpIggrabUniPk	0.811425	0.827029	0.724154	0.462950
wgEncodeAwgTfbsHaibGm12878BatfPcr1xUniPk	0.833572	0.836263	0.765233	0.542025
wgEncodeAwgTfbsHaibK562Mef2aV0416101UniPk	0.888944	0.912551	0.802689	0.598583
wgEncodeAwgTfbsUwGm12864CtcfUniPk	0.830054	0.844131	0.713949	0.494613
wgEncodeAwgTfbsUtaMcf7CtcfSerumstvdUniPk	0.829241	0.831667	0.722215	0.497038
wgEncodeAwgTfbsHaibGm12878Ets1Pcr1xUniPk	0.888004	0.892569	0.798410	0.605351
wgEncodeAwgTfbsSydhGm12878Znf143166181apUniPk	0.799242	0.822680	0.667960	0.447058
wgEncodeAwgTfbsUtaNhekCtcfUniPk	0.847275	0.856585	0.746604	0.524514
wgEncodeAwgTfbsSydhGm12878Usf2IggmusUniPk	0.906520	0.916471	0.823591	0.643229
wgEncodeAwgTfbsSydhGm12878Ebf1sc137065UniPk	0.851806	0.852028	0.788064	0.608100
wgEncodeAwgTfbsUwWerirb1CtcfUniPk	0.831311	0.833485	0.715151	0.532011
wgEncodeAwgTfbsHaibEcc1EralphaaV0416102Est10nm1hUniPk	0.860415	0.869287	0.767267	0.578689
wgEncodeAwgTfbsHaibHepg2Bhlhe40V0416101UniPk	0.911333	0.934333	0.841297	0.699373
wgEncodeAwgTfbsSydhGm12892NfkbTnfaIggrabUniPk	0.947256	0.959352	0.884126	0.767502
wgEncodeAwgTfbsHaibGm12878Egr1Pcr2xUniPk	0.887215	0.872225	0.816430	0.644720
wgEncodeAwgTfbsUwHcmCtcfUniPk	0.805021	0.783878	0.738544	0.481772
wgEncodeAwgTfbsSydhHepg2Hsf1ForsklnUniPk	0.842172	0.877968	0.711538	0.581453
wgEncodeAwgTfbsSydhGm18505NfkbTnfaIggrabUniPk	0.948479	0.960976	0.886514	0.779772
wgEncodeAwgTfbsSydhGm12878JundUniPk	0.892190	0.922746	0.820717	0.671539
wgEncodeAwgTfbsHaibK562Yy1V0416102UniPk	0.802877	0.797017	0.726049	0.453329
wgEncodeAwgTfbsHaibSknshraCtcfV0416102UniPk	0.867017	0.879013	0.764375	0.584479
wgEncodeAwgTfbsSydhHuvecCfosUcdUniPk	0.827469	0.823668	0.759355	0.555534
wgEncodeAwgTfbsHaibK562Cebpbsc150V0422111UniPk	0.850171	0.855630	0.787623	0.585700
wgEncodeAwgTfbsSydhH1hescMaxUcdUniPk	0.926037	0.940738	0.849106	0.694554
wgEncodeAwgTfbsUtaGm12892CtcfUniPk	0.831431	0.829178	0.724448	0.498862
wgEncodeAwgTfbsSydhGm12878Stat1UniPk	0.780191	0.825688	0.646753	0.467825
wgEncodeAwgTfbsSydhHelas3Prdm19115IggrabUniPk	0.875696	0.898762	0.784321	0.616559
wgEncodeAwgTfbsSydhK562CebpbIggrabUniPk	0.845237	0.845982	0.783679	0.596991
wgEncodeAwgTfbsUtaMcf7CtcfUniPk	0.830226	0.811538	0.751312	0.503124
wgEncodeAwgTfbsUtaK562CtcfUniPk	0.841290	0.843354	0.752296	0.557965
wgEncodeAwgTfbsSydhMcf10aesCmycTam14hHvdUniPk	0.835004	0.846154	0.733041	0.509625
wgEncodeAwgTfbsHaibK562Pu1Pcr1xUniPk	0.817619	0.812107	0.728705	0.529887
wgEncodeAwgTfbsHaibPfsk1NrsfPcr2xUniPk	0.827764	0.851369	0.726977	0.502400
wgEncodeAwgTfbsSydhK562Nrf1IggrabUniPk	0.961561	0.965415	0.904664	0.812016
wgEncodeAwgTfbsHaibA549Ctcfsc5916Pcr1xDex100nmUniPk	0.865747	0.882541	0.763693	0.581155
wgEncodeAwgTfbsSydhGm12878MaxIggmusUniPk	0.906139	0.923902	0.823373	0.647755
wgEncodeAwgTfbsUwAg09319CtcfUniPk	0.839907	0.853569	0.706402	0.518455
wgEncodeAwgTfbsSydhMcf10aesE2f4TamHvdUniPk	0.901731	0.891433	0.835472	0.673706
wgEncodeAwgTfbsSydhK562CtcfbIggrabUniPk	0.842723	0.858843	0.732443	0.530767
wgEncodeAwgTfbsSydhH1hescCmycIggrabUniPk	0.913013	0.921789	0.821701	0.653941
wgEncodeAwgTfbsSydhH1hescTbpIggrabUniPk	0.837916	0.854630	0.749229	0.512311
wgEncodeAwgTfbsHaibH1hescEgr1V0416102UniPk	0.893377	0.892660	0.816463	0.663229
wgEncodeAwgTfbsHaibGm12878Tcf3Pcr1xUniPk	0.873577	0.882444	0.793833	0.630159
wgEncodeAwgTfbsSydhK562Bach1sc14700IggrabUniPk	0.847599	0.874120	0.754435	0.560089
wgEncodeAwgTfbsSydhHepg2Nrf1IggrabUniPk	0.973525	0.976347	0.915705	0.836289
wgEncodeAwgTfbsHaibGm12892Pax5c20V0416101UniPk	0.850251	0.841785	0.780809	0.542272
wgEncodeAwgTfbsSydhMcf10aesCmycEtoh01HvdUniPk	0.818165	0.821690	0.712449	0.486855
wgEncodeAwgTfbsUwGm12872CtcfUniPk	0.833001	0.849203	0.689766	0.512262
wgEncodeAwgTfbsUchicagoK562Egata2UniPk	0.752928	0.770461	0.656160	0.374779
wgEncodeAwgTfbsHaibGm12878RxraPcr1xUniPk	0.824114	0.829238	0.717340	0.450118
wgEncodeAwgTfbsSydhK562Rfx5IggrabUniPk	0.914054	0.931186	0.826972	0.705234
wgEncodeAwgTfbsUwHmfCtcfUniPk	0.826485	0.830879	0.727412	0.522368
wgEncodeAwgTfbsUwHcfaaCtcfUniPk	0.831316	0.828828	0.744813	0.535637
wgEncodeAwgTfbsHaibH1hescFosl1sc183V0416102UniPk	0.881775	0.890699	0.775194	0.560738
wgEncodeAwgTfbsHaibHepg2SrfV0416101UniPk	0.906351	0.920736	0.824458	0.668504
wgEncodeAwgTfbsHaibA549GrPcr1xDex500pmUniPk	0.912139	0.933294	0.846743	0.752896
wgEncodeAwgTfbsUwSknshraCtcfUniPk	0.845802	0.854026	0.734231	0.539712
wgEncodeAwgTfbsUtaMcf7CmycVehUniPk	0.818413	0.825514	0.737810	0.494190
wgEncodeAwgTfbsSydhGm12878NfyaIggmusUniPk	0.929879	0.925622	0.851871	0.714230
wgEncodeAwgTfbsHaibH1hescTcf12Pcr1xUniPk	0.884425	0.905508	0.798492	0.615630
wgEncodeAwgTfbsSydhK562CjunUniPk	0.859669	0.885373	0.753683	0.585818
wgEncodeAwgTfbsSydhMcf10aesCfosTamHvdUniPk	0.847029	0.839877	0.788446	0.583427
wgEncodeAwgTfbsBroadNhdfadCtcfUniPk	0.843909	0.856960	0.733917	0.515199
