dataset	AUROC	AUPRC	F1	MCC
wgEncodeAwgTfbsSydhHelas3Elk112771IggrabUniPk	0.858510	0.848454	0.788908	0.575515
wgEncodeAwgTfbsHaibHepg2Yy1sc281V0416101UniPk	0.802958	0.782559	0.747681	0.460122
wgEncodeAwgTfbsHaibH1hescTead4sc101184V0422111UniPk	0.786493	0.792471	0.708193	0.428612
wgEncodeAwgTfbsSydhK562Irf1Ifna30UniPk	0.910904	0.917594	0.830946	0.681586
wgEncodeAwgTfbsSydhHelas3Rfx5200401194IggrabUniPk	0.816124	0.818437	0.739145	0.505075
wgEncodeAwgTfbsSydhGm12878CfosUniPk	0.880866	0.879382	0.783784	0.590721
wgEncodeAwgTfbsSydhHepg2TbpIggrabUniPk	0.794922	0.790416	0.687565	0.453929
wgEncodeAwgTfbsHaibGm12878BatfPcr1xUniPk	0.817099	0.821560	0.747314	0.511359
wgEncodeAwgTfbsHaibK562Mef2aV0416101UniPk	0.864485	0.866676	0.793784	0.566327
wgEncodeAwgTfbsUwGm12864CtcfUniPk	0.827616	0.844812	0.688189	0.496394
wgEncodeAwgTfbsUtaMcf7CtcfSerumstvdUniPk	0.827221	0.831108	0.716324	0.483734
wgEncodeAwgTfbsHaibGm12878Ets1Pcr1xUniPk	0.847786	0.827495	0.774483	0.540222
wgEncodeAwgTfbsSydhGm12878Znf143166181apUniPk	0.783601	0.799068	0.673626	0.418504
wgEncodeAwgTfbsUtaNhekCtcfUniPk	0.840027	0.845500	0.742869	0.505611
wgEncodeAwgTfbsSydhGm12878Usf2IggmusUniPk	0.857398	0.853401	0.766708	0.562796
wgEncodeAwgTfbsSydhGm12878Ebf1sc137065UniPk	0.795086	0.785207	0.725108	0.484594
wgEncodeAwgTfbsUwWerirb1CtcfUniPk	0.838335	0.848476	0.741451	0.497342
wgEncodeAwgTfbsHaibEcc1EralphaaV0416102Est10nm1hUniPk	0.820863	0.806908	0.733222	0.497795
wgEncodeAwgTfbsHaibHepg2Bhlhe40V0416101UniPk	0.884210	0.895294	0.811715	0.632735
wgEncodeAwgTfbsSydhGm12892NfkbTnfaIggrabUniPk	0.895367	0.888899	0.835393	0.665101
wgEncodeAwgTfbsHaibGm12878Egr1Pcr2xUniPk	0.848504	0.825048	0.783922	0.557358
wgEncodeAwgTfbsUwHcmCtcfUniPk	0.821383	0.835443	0.696497	0.484314
wgEncodeAwgTfbsSydhHepg2Hsf1ForsklnUniPk	0.839718	0.860328	0.752475	0.542256
wgEncodeAwgTfbsSydhGm18505NfkbTnfaIggrabUniPk	0.898451	0.896057	0.836683	0.672496
wgEncodeAwgTfbsSydhGm12878JundUniPk	0.879464	0.901593	0.810713	0.666365
wgEncodeAwgTfbsHaibK562Yy1V0416102UniPk	0.795490	0.783394	0.723494	0.444075
wgEncodeAwgTfbsHaibSknshraCtcfV0416102UniPk	0.860598	0.874413	0.763302	0.578120
wgEncodeAwgTfbsSydhHuvecCfosUcdUniPk	0.793971	0.786359	0.729860	0.483494
wgEncodeAwgTfbsHaibK562Cebpbsc150V0422111UniPk	0.813965	0.811962	0.746330	0.510169
wgEncodeAwgTfbsSydhH1hescMaxUcdUniPk	0.861257	0.850414	0.796479	0.594186
wgEncodeAwgTfbsUtaGm12892CtcfUniPk	0.829610	0.832856	0.704435	0.483897
