dataset	AUROC	AUPRC	F1	MCC
wgEncodeAwgTfbsSydhK562Mafkab50322IggrabUniPk	0.971286	0.972235	0.932631	0.869844
wgEncodeAwgTfbsHaibH1hescSix5Pcr1xUniPk	0.925194	0.939855	0.822183	0.715405
wgEncodeAwgTfbsUtaMcf7Pol2UniPk	0.820617	0.820182	0.750074	0.464879
wgEncodeAwgTfbsHaibGm12878Zeb1sc25388V0416102UniPk	0.862147	0.875909	0.787377	0.571271
wgEncodeAwgTfbsSydhPbdefetalGata1UcdUniPk	0.937376	0.940955	0.862200	0.741780
wgEncodeAwgTfbsSydhK562Brg1IggmusUniPk	0.792604	0.798560	0.590909	0.401147
wgEncodeAwgTfbsUtaGlioblaCtcfUniPk	0.968695	0.960584	0.927953	0.857684
wgEncodeAwgTfbsHaibHepg2Ctcfsc5916V0416101UniPk	0.986152	0.984859	0.944562	0.890997
wgEncodeAwgTfbsSydhA549CebpbIggrabUniPk	0.970591	0.960982	0.934619	0.869631
wgEncodeAwgTfbsHaibGm12878Irf4sc6059Pcr1xUniPk	0.914878	0.919151	0.836185	0.664838
wgEncodeAwgTfbsUtaHuvecCtcfUniPk	0.987714	0.984937	0.959112	0.918408
wgEncodeAwgTfbsHaibGm12878Pu1Pcr1xUniPk	0.981935	0.977112	0.946484	0.892514
wgEncodeAwgTfbsHaibHepg2JundPcr1xUniPk	0.918856	0.926644	0.837871	0.688604
wgEncodeAwgTfbsSydhHepg2Maffm8194IggrabUniPk	0.982105	0.979496	0.954470	0.910612
wgEncodeAwgTfbsUwHek293CtcfUniPk	0.982005	0.978179	0.944499	0.887503
wgEncodeAwgTfbsBroadK562Phf8a301772aUniPk	0.815615	0.810223	0.724314	0.480657
wgEncodeAwgTfbsHaibSknshraP300V0416102UniPk	0.895538	0.895520	0.798275	0.626981
wgEncodeAwgTfbsSydhGm12878NfybIggmusUniPk	0.942790	0.950020	0.863487	0.746369
wgEncodeAwgTfbsHaibHelas3Taf1Pcr1xUniPk	0.822887	0.822546	0.737360	0.487258
wgEncodeAwgTfbsSydhGm12891Pol2IggmusUniPk	0.782245	0.781710	0.717443	0.420179
wgEncodeAwgTfbsSydhH1hescMxi1IggrabUniPk	0.864318	0.878056	0.788132	0.558539
wgEncodeAwgTfbsSydhMcf7Znf217UcdUniPk	0.843659	0.856720	0.768919	0.535019
wgEncodeAwgTfbsHaibHepg2Mbd4sc271530V0422111UniPk	0.799434	0.802537	0.683206	0.446185
wgEncodeAwgTfbsHaibH1hescTaf1V0416102UniPk	0.835964	0.839060	0.754494	0.511708
wgEncodeAwgTfbsSydhHepg2Bhlhe40cIggrabUniPk	0.897048	0.901607	0.819750	0.630783
wgEncodeAwgTfbsHaibK562Zbtb7asc34508V0416101UniPk	0.864731	0.861228	0.772565	0.576823
wgEncodeAwgTfbsHaibU87Pol24h8V0416101UniPk	0.818610	0.824617	0.729624	0.484528
wgEncodeAwgTfbsSydhK562E2f4UcdUniPk	0.879388	0.888172	0.773185	0.605131
wgEncodeAwgTfbsSydhHelas3Brf1UniPk	0.761486	0.818033	0.657895	0.328146
wgEncodeAwgTfbsHaibHepg2Foxa1sc6553V0416101UniPk	0.953344	0.946941	0.896958	0.798072
wgEncodeAwgTfbsHaibA549Ets1V0422111Etoh02UniPk	0.848287	0.862624	0.755556	0.512491
wgEncodeAwgTfbsSydhGm19193Pol2IggmusUniPk	0.818290	0.817228	0.724739	0.482301
wgEncodeAwgTfbsHaibPanc1Sin3ak20V0416101UniPk	0.811354	0.812425	0.721710	0.464361
wgEncodeAwgTfbsUwHmecCtcfUniPk	0.977401	0.974987	0.934420	0.869542
wgEncodeAwgTfbsHaibK562NrsfV0416102UniPk	0.921991	0.929880	0.837677	0.687374
