dataset	AUROC	AUPRC	F1	MCC
wgEncodeAwgTfbsSydhHelas3Zkscan1hpa006672IggrabUniPk	0.800017	0.837971	0.654545	0.454293
wgEncodeAwgTfbsSydhK562Tblr1nb600270IggrabUniPk	0.840836	0.850357	0.735572	0.524944
wgEncodeAwgTfbsHaibK562Elf1sc631V0416102UniPk	0.935002	0.935616	0.861503	0.736711
wgEncodeAwgTfbsHaibHepg2Rad21V0416101UniPk	0.955635	0.960948	0.896989	0.804693
wgEncodeAwgTfbsUtaH1hescPol2UniPk	0.792453	0.797785	0.711311	0.439916
wgEncodeAwgTfbsHaibA549Elf1V0422111Etoh02UniPk	0.85493	0.862119	0.769922	0.5445
wgEncodeAwgTfbsHaibH1hescUsf1Pcr1xUniPk	0.975349	0.974348	0.929335	0.860277
wgEncodeAwgTfbsHaibA549Usf1V0422111Etoh02UniPk	0.894494	0.911012	0.806119	0.629029
wgEncodeAwgTfbsBroadK562P300UniPk	0.734902	0.770941	0.511318	0.362916
wgEncodeAwgTfbsHaibK562Tead4sc101184V0422111UniPk	0.884925	0.893394	0.80197	0.615277
wgEncodeAwgTfbsHaibA549Usf1Pcr1xDex100nmUniPk	0.868445	0.887511	0.746451	0.584737
wgEncodeAwgTfbsBroadK562Ezh239875UniPk	0.623865	0.586858	0.60719	0.151587
wgEncodeAwgTfbsHaibH1hescBcl11aPcr1xUniPk	0.84053	0.850878	0.732363	0.526783
wgEncodeAwgTfbsHaibGm12878Pol2Pcr2xUniPk	0.782913	0.78323	0.722791	0.42141
wgEncodeAwgTfbsSydhGm12878P300bUniPk	0.889114	0.888026	0.805021	0.615806
wgEncodeAwgTfbsHaibGm12892Yy1V0416101UniPk	0.893556	0.905839	0.815798	0.618515
wgEncodeAwgTfbsSydhK562CjunIfna30UniPk	0.89595	0.914216	0.802129	0.649054
wgEncodeAwgTfbsBroadHmecCtcfUniPk	0.976842	0.977917	0.930208	0.86151
wgEncodeAwgTfbsHaibPanc1NrsfPcr2xUniPk	0.889232	0.904683	0.803393	0.639403
wgEncodeAwgTfbsSydhH1hescUsf2IggrabUniPk	0.942475	0.955865	0.885626	0.789702
wgEncodeAwgTfbsSydhK562Hmgn3UniPk	0.782831	0.789486	0.691115	0.435302
wgEncodeAwgTfbsSydhPbdeGata1UcdUniPk	0.852254	0.865333	0.771569	0.557932
wgEncodeAwgTfbsHaibEcc1CtcfcV0416102Dm002p1hUniPk	0.985979	0.987738	0.956387	0.913229
wgEncodeAwgTfbsSydhGm12878E2f4IggmusUniPk	0.778972	0.782819	0.673806	0.417576
wgEncodeAwgTfbsSydhGm12878WhipIggmusUniPk	0.727101	0.730568	0.609836	0.327569
wgEncodeAwgTfbsSydhHepg2Smc3ab9263IggrabUniPk	0.943026	0.956354	0.883926	0.782185
wgEncodeAwgTfbsUtaMcf7CmycSerumstvdUniPk	0.783197	0.790908	0.656046	0.399111
wgEncodeAwgTfbsSydhK562Ccnt2UniPk	0.8031	0.811028	0.713422	0.45871
wgEncodeAwgTfbsUtaH1hescCmycUniPk	0.592358	0.582812	0.627866	0.140629
wgEncodeAwgTfbsSydhH1hescNrf1IggrabUniPk	0.927832	0.943817	0.869104	0.752035
wgEncodeAwgTfbsSydhHepg2Mazab85725IggrabUniPk	0.831122	0.837837	0.724034	0.510994
wgEncodeAwgTfbsSydhHelas3Usf2IggmusUniPk	0.898754	0.918125	0.798672	0.669253
wgEncodeAwgTfbsUwHct116CtcfUniPk	0.972712	0.974911	0.918338	0.845693
wgEncodeAwgTfbsSydhHepg2Srebp1InslnUniPk	0.829673	0.846557	0.673887	0.504856
wgEncodeAwgTfbsSydhMcf10aesCfosTam14hHvdUniPk	0.957377	0.95427	0.89651	0.794818
wgEncodeAwgTfbsUtaMcf7CtcfVehUniPk	0.965423	0.966774	0.908049	0.819525
wgEncodeAwgTfbsHaibK562Rad21V0416102UniPk	0.975295	0.97682	0.925743	0.852857
wgEncodeAwgTfbsHaibK562CtcfcPcr1xUniPk	0.971075	0.970342	0.915971	0.831985
wgEncodeAwgTfbsBroadK562Rbbp5a300109aUniPk	0.776403	0.787629	0.669353	0.412336
wgEncodeAwgTfbsUwHrpeCtcfUniPk	0.975616	0.973777	0.925682	0.850376
wgEncodeAwgTfbsUwHacCtcfUniPk	0.96168	0.966419	0.904717	0.816309
wgEncodeAwgTfbsUtaMcf7CtcfEstroUniPk	0.966428	0.967891	0.910466	0.823067
wgEncodeAwgTfbsSydhK562CmycIfna30UniPk	0.814501	0.815516	0.742765	0.476278
wgEncodeAwgTfbsHaibGm12878Mta3sc81325V0422111UniPk	0.807085	0.807854	0.725842	0.465983
wgEncodeAwgTfbsUtaProgfibCtcfUniPk	0.96801	0.969685	0.91692	0.833573
wgEncodeAwgTfbsBroadH1hescCtcfUniPk	0.96789	0.967231	0.913137	0.828493
wgEncodeAwgTfbsSydhGm18526Pol2IggmusUniPk	0.796035	0.804842	0.717526	0.439499
wgEncodeAwgTfbsHaibSknshTaf1V0416101UniPk	0.833112	0.834477	0.757172	0.515204
wgEncodeAwgTfbsSydhH1hescBach1sc14700IggrabUniPk	0.867495	0.880765	0.734151	0.56001
wgEncodeAwgTfbsSydhK562JundIggrabUniPk	0.916018	0.921022	0.836898	0.680561
wgEncodeAwgTfbsBroadDnd41Ezh239875UniPk	0.766592	0.783755	0.541586	0.359722
wgEncodeAwgTfbsBroadNhdfadEzh239875UniPk	0.790174	0.80533	0.636771	0.421754
wgEncodeAwgTfbsHaibGm12878Elf1sc631V0416101UniPk	0.867131	0.874816	0.784781	0.575284
